"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","TOT TKL","MT","PBU","INT","CTGT"
"","200034","","458922","","Jahmari DeLoatch","VA TECH","29","CB","15","2","1","0","0","0","2"
"","200079","","450652","","Nigel Pringle","ARKANSAS","17","CB","12","2","1","0","0","0","2"
"","200087","","450610","","Keshawn Davila","ARKANSAS","21","CB","59","6","2","1","2","0","7"
"","200133","","455805","","Ben Hanks III","FLORIDA","12","CB","59","1","7","2","0","0","5"
"","200144","","455978","","Demarcus Gardner","KENTUCKY","28","CB","14","2","1","0","0","0","1"
"","200171","","453540","","Chris Ewald Jr.","MIAMI FL","20","CB","20","2","0","0","0","0","0"
"","200172","","453537","","Ja'boree Antoine","MIAMI FL","16","CB","53","4","5","0","0","0","3"
"","200265","","449672","","Cayden Daniels","VANDERBILT","26","CB","37","2","5","0","0","0","0"
"","200270","","450252","","Corey Costner","VIRGINIA","18","CB","116","9","10","2","1","1","10"
"","200281","","450302","","Josiah Persinger","VIRGINIA","33","CB","52","3","3","0","1","0","7"
"","200309","","449637","","Jayden Shipps","MARYLAND","12","CB","133","8","10","1","1","0","9"
"","200317","","448821","","Lonnie McAllister III","STANFORD","24","CB","109","4","8","4","0","0","14"
"","200318","","467649","","Chris Garland","STANFORD","26","CB","5","1","1","0","0","0","1"
"","200343","","458777","","Dallas Golden","NOTRE DAME","14","CB","275","7","20","4","2","1","27"
"","200345","","449215","","Mark Zackery IV","NOTRE DAME","24","CB","242","8","12","1","3","0","22"
"","203996","","450483","","Jordyn Criss","BYU","26","CB","3","1","0","0","0","0","0"
"","204141","","449732","","Jayden Sanders","MICHIGAN","27","CB","246","9","24","1","1","0","23"
"","204144","","449707","","Elijah Dotson","MICHIGAN","22","CB","69","6","10","0","0","1","6"
"","204185","","466506","","Draden Fullbright","OKLA STATE","37","CB","11","2","1","0","0","0","1"
"","204304","","455825","","Javon Lawrence","SYRACUSE","27","CB","4","1","0","0","0","0","0"
"","204425","","453652","","Manny Fuller","UTAH","25","CB","6","1","0","0","0","0","0"
"","204452","","453646","","Koredell Bartley","WAKE","35","CB","17","2","1","0","0","0","0"
"","204493","","449434","","J'Vari Flowers","FLORIDA","06","CB","152","5","9","0","3","0","8"
"","204861","","448937","","Rasean Dinkins","GEORGIA","27","CB","39","4","3","1","0","0","5"
"","204979","","455981","","Andrew Purcell","KENTUCKY","26","CB","15","2","2","1","0","0","0"
"","204984","","455979","","Grant Grayton","KENTUCKY","30","CB","53","6","6","0","1","1","7"
"","205046","","448944","","Anthony Pinnace III","MICH STATE","24","CB","10","3","1","0","0","0","1"
"","205093","","455950","","Kyle Johnson","MISS STATE","17","CB","6","1","0","0","0","0","0"
"","207798","","453433","","Swayde Griffin","ARIZONA","28","CB","14","2","1","0","0","0","2"
"","207804","","453436","","Aiden Miller","ARIZONA","38","CB","7","2","0","1","0","0","1"
"","207818","","449375","","Marcelous Townsend","BOSTON COL","19","CB","82","3","7","0","0","0","6"
"","208870","","451345","","ChaMarryus Bomar","W VIRGINIA","27","CB","3","1","0","0","0","0","0"
