"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","SK","HU","TKL ALL","Runs"
"","204379","","466535","","Jacob Maiava","UCF","73","T","1","1","0","0","0","1"
"","204386","","454014","","Camp Lott","UCF","57","T","3","1","0","0","0","3"
"","204387","","454018","","RaiShaun McHaney","UCF","70","T","3","1","0","0","0","3"
"","204441","","453650","","Elliot Demaine","WAKE","67","T","32","3","0","1","2","18"
"","204454","","453659","","Aidan Martin","WAKE","72","T","34","3","2","0","0","19"
"","204865","","448948","","Dontrell Glover","GEORGIA","63","G","448","8","0","6","10","219"
"","204992","","455975","","Jayden Clark","KENTUCKY","79","G","2","1","0","0","0","2"
"","205068","","450669","","Connor Howes","OLE MISS","65","G","10","1","0","0","0","7"
"","205087","","450663","","Devin Harper","OLE MISS","70","T","21","3","0","0","2","17"
"","205094","","455962","","Breyden Turnage","MISS STATE","70","T","1","1","0","0","0","1"
"","205237","","449488","","Eidan Buchanan","N CAROLINA","72","T","62","3","0","1","4","37"
"","205325","","453496","","Isaiah Kema","OHIO STATE","56","C","11","1","0","0","1","9"
"","205357","","387737","","Justin Cesaire","RUTGERS","79","T","23","1","0","0","0","12"
"","205403","","458944","","Jordan Coleman","TEXAS","78","T","11","1","0","0","0","7"
"","205503","","456203","","Gavin Crawford","VA TECH","71","G","108","2","0","3","4","43"
"","207807","","0","","Pape Abdoulaye Sy","BOSTON COL","75","T","68","2","1","6","0","21"
"","207828","","449381","","DJ Williams","BOSTON COL","50","G","1","1","0","0","0","1"
"","207829","","456007","","Robert Smith IV","BOSTON COL","55","G","306","5","2","6","3","113"
"","208849","","453408","","Charlie Powell III","TENNESSEE","59","T","8","2","0","0","0","6"
